PairName,SeqType,NumMatches,Inliers,TimeMS,H_Error,MMA@3,MMA@5,MMA@7,MHA_Acc@3,MHA_Acc@5,MHA_Acc@7,AUC@1,AUC@3,AUC@5,AUC@10
i_kurhaus_1_5,illumination,1482,1447,24.87,0.1063,0.9771,0.9885,0.9946,1,1,1,0.8937,0.9646,0.9787,0.9894
i_kurhaus_1_6,illumination,1475,1429,24.69,0.1936,0.9695,0.9824,0.9892,1,1,1,0.8064,0.9355,0.9613,0.9806
i_leuven_1_2,illumination,1748,1688,31.12,1.2222,0.9657,0.9691,0.9777,1,1,1,0.0000,0.5926,0.7556,0.8778
i_leuven_1_3,illumination,1954,1934,31.60,1.0822,0.9893,0.9969,0.9995,1,1,1,0.0000,0.6393,0.7836,0.8918
i_leuven_1_4,illumination,1891,1845,31.19,2.2197,0.9635,0.9868,0.9926,1,1,1,0.0000,0.2601,0.5561,0.7780
i_leuven_1_5,illumination,1796,1744,28.94,1.6232,0.9666,0.9833,0.9922,1,1,1,0.0000,0.4589,0.6754,0.8377
i_leuven_1_6,illumination,1713,1642,30.38,7.1312,0.7052,0.8616,0.9270,0,0,0,0.0000,0.0000,0.0000,0.2869
i_lionday_1_2,illumination,1646,1459,32.72,0.9006,0.8761,0.9247,0.9502,1,1,1,0.0994,0.6998,0.8199,0.9099
i_lionday_1_3,illumination,1534,1425,31.84,1.2542,0.9276,0.9537,0.9609,1,1,1,0.0000,0.5819,0.7492,0.8746
i_lionday_1_4,illumination,1202,922,29.91,1.7720,0.7138,0.8153,0.8527,1,1,1,0.0000,0.4093,0.6456,0.8228
i_lionday_1_5,illumination,1433,1241,37.05,1.4470,0.8276,0.9093,0.9358,1,1,1,0.0000,0.5177,0.7106,0.8553
i_lionday_1_6,illumination,1526,1398,36.52,1.7949,0.9155,0.9430,0.9528,1,1,1,0.0000,0.4017,0.6410,0.8205
i_lionnight_1_2,illumination,1785,1702,33.80,0.8626,0.9524,0.9619,0.9815,1,1,1,0.1374,0.7125,0.8275,0.9137
i_lionnight_1_3,illumination,1539,1452,31.50,1.5920,0.9318,0.9591,0.9682,1,1,1,0.0000,0.4693,0.6816,0.8408
i_lionnight_1_4,illumination,2001,1891,33.01,0.6742,0.9425,0.9590,0.9810,1,1,1,0.3258,0.7753,0.8652,0.9326
i_lionnight_1_5,illumination,1919,1754,35.63,1.1584,0.9083,0.9286,0.9547,1,1,1,0.0000,0.6139,0.7683,0.8842
i_lionnight_1_6,illumination,1892,1767,34.85,0.9418,0.9260,0.9456,0.9604,1,1,1,0.0582,0.6861,0.8116,0.9058
